[2024-11-18 20:25:10] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:5a9837fa60e3cc776aa5cfa241f0fd396f9b5876===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce0755b-4Bi87d.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js?simply_static_page=55751
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js?simply_static_page=55751
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 21088 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce0755b-4Bi87d.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:d6d510af0c276a2b3eb657dedba5083fea06ba52===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce09fbd-96OAdZ.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt?simply_static_page=55752
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt?simply_static_page=55752
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 2051 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce09fbd-96OAdZ.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:3a77822ff487cf6377a4b7c8c80daeb0711b62f7===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.asset.php
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.asset.php
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce0df8d-OE6zN1.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=55755
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=55755
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce0df8d-OE6zN1.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce11128-DUhqtP.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=55756
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=55756
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 2950 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce11128-DUhqtP.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:f4ebe8df3271ac7eccb592395fc6fa542fff714d===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce1398f-AsYNP8.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=55757
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=55757
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 2132 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce1398f-AsYNP8.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:8b22244f2a4bfbe4191605fc9b2b7e41cfa8651a===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce15f6a-Eutgf8.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=55758
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=55758
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 1449 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce15f6a-Eutgf8.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:dd0fabb17790998f8e06fd005b61a20f51122f29===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 2750 of 5285 pages/files
[2024-11-18 20:25:50] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-18 20:25:50] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-18 20:25:50] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:69] Total pages: 5285; Pages remaining: 2485
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce2fe35-kbxusE.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js?simply_static_page=55759
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js?simply_static_page=55759
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 3994 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce2fe35-kbxusE.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:7dc9575dbd987cffe2f4897b6085f53ed2285d0f===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce334d1-C9Ipgl.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js?simply_static_page=55760
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js?simply_static_page=55760
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 4523 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce334d1-C9Ipgl.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:2ffe0bd5b00c78b5de9815d2b69852459fc0ea4a===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce3659b-pJGnfB.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js?simply_static_page=55761
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js?simply_static_page=55761
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce3659b-pJGnfB.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce39512-vjX2K0.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt?simply_static_page=55763
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt?simply_static_page=55763
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 947 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce39512-vjX2K0.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:1fc1095e7847144a5d4f58727e55d5a63a94e2ce===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce3ba84-0H99Lx.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=55764
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=55764
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 101128 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce3ba84-0H99Lx.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:8a7ec2f2ee9bff0fc75dae6fe35ebccd8b0ab04a===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce409aa-fi0VZy.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=55765
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=55765
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 37849 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce409aa-fi0VZy.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:385f778ac8698d473ee521594ee91fd7da706384===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 5285
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /var/tmp/673ba2ce43efc-KUbq28.tmp
[2024-11-18 20:25:50] [class-ss-page-handler.php:38] URL Prepared:http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js?simply_static_page=55766
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:251] Fetching URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js?simply_static_page=55766
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-11-18 20:25:50] [class-ss-url-fetcher.php:143] Renaming temp file from /var/tmp/673ba2ce43efc-KUbq28.tmp to /Users/rifqimuhammad/Local Sites/matrimony/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1731961510/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 20:25:50] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-11-18 20:25:50] [class-ss-fetch-urls-task.php:72] URL: http://matrimony.local/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-11-18 20:25:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 5285
